Report_title;Report_date;Total_Crimes_2016_2025;Crimes_In_2025;Crime_Change_5yr;Communities_Affected_Recent;Total_Schools;City_Avg_Safety_Score;City_Avg_Math_Score;City_Avg_Poverty_Rate;Critical_Risk_Communities;High_Risk_Communities;Top_5_Vulnerable_Areas;Fastest_Increasing_Crimes;Biggest_Decreasing_Crimes;Crimes_Most_Concentrated_in_Poor_Areas;Crimes_More_Common_in_Non_Poor_Areas;Safety_High_Crime_Areas;Safety_Low_Crime_Areas;Safety_Gap;Math_High_Crime_Areas;Math_Low_Crime_Areas;Math_Gap
CHICAGO CRIME & SCHOOLS DASHBOARD;March 2, 2026;2490872;236431;-5.8%;77;566;49,5;20,4;21,8;0;14;Humboldt park, Austin, West Garfield Park, East Garfield Park, North Lawndale;CONCEALED CARRY LICENSE VIOLATION (+669.44%), STALKING (+221.02%), NON-CRIMINAL (+200%);GAMBLING (-93.12%), PROSTITUTION (-76.38%), KIDNAPPING (-55.94%);GAMBLING (1.96x), NARCOTICS (1.88x), HOMICIDE (1.52x);DECEPTIVE PRACTICE (0.63x), THEFT (0.65x), LIQUOR LAW VIOLATION (0.74x);45,8;67,5;21,7;17,9;29,7;11,8
